File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF273IBF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF943EZJ/, /files/ENCFF854OMC/	640808	Gene Yeo, UCSD	f5534be30dc914a1b0a2e1129a628ecb		https://www.encodeproject.org/files/ENCFF273IBF/@@download/ENCFF273IBF.bed.gz				released	s3://encode-public/2018/04/29/a7ec7b90-7745-47a1-9d2f-8f1a467b658d/ENCFF273IBF.bed.gz	Lab custom GRCh38	released	mixed read lengths		
ENCFF736YDH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF519AJS/, /files/ENCFF346VFW/, /files/ENCFF319VBB/, /files/ENCFF398XYR/, /files/ENCFF420VUM/, /files/ENCFF039QTN/	23772	Gene Yeo, UCSD	596a856877fb6d5cc3a5c02dadf31ba1		https://www.encodeproject.org/files/ENCFF736YDH/@@download/ENCFF736YDH.bed.gz				released	s3://encode-public/2018/06/08/6260978e-b434-4d6d-9ced-84a69548a433/ENCFF736YDH.bed.gz	Lab custom hg19	archived	mixed read lengths		
ENCFF260KKZ	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	55		paired-ended	1	/files/ENCFF655HJD/			222001183	Gene Yeo, UCSD	aedc340070d9757d052b6143dbb2f872		https://www.encodeproject.org/files/ENCFF260KKZ/@@download/ENCFF260KKZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF718JPO/	released	s3://encode-public/2018/07/12/4f23d665-727b-4439-9e65-cde33335a9b7/ENCFF260KKZ.fastq.gz			mixed read lengths		
ENCFF713YLQ	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	55		paired-ended	1	/files/ENCFF774VNR/			202499180	Gene Yeo, UCSD	8b8283a01344029695162de30c264e82		https://www.encodeproject.org/files/ENCFF713YLQ/@@download/ENCFF713YLQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF718JPO/	released	s3://encode-public/2018/07/12/287b7328-d91e-4ac1-91b1-aa01d1f1559f/ENCFF713YLQ.fastq.gz			mixed read lengths		
ENCFF023SPX	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	50		paired-ended	1	/files/ENCFF082VYL/			121075278	Gene Yeo, UCSD	2c087b18d86278f08d06ad9cc4689f11		https://www.encodeproject.org/files/ENCFF023SPX/@@download/ENCFF023SPX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF718JPO/	released	s3://encode-public/2018/07/12/cc826df2-5967-4eb8-9c88-d11a300cf4da/ENCFF023SPX.fastq.gz			mixed read lengths		
ENCFF285GQG	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	50		paired-ended	1	/files/ENCFF392MTE/			111372245	Gene Yeo, UCSD	6a5ace68f769754a38f5f146f43e1953		https://www.encodeproject.org/files/ENCFF285GQG/@@download/ENCFF285GQG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF718JPO/	released	s3://encode-public/2018/07/12/dd668e1d-28d5-42b6-8874-e0107b43234e/ENCFF285GQG.fastq.gz			mixed read lengths		
ENCFF082VYL	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	50		paired-ended	2	/files/ENCFF023SPX/			147586452	Gene Yeo, UCSD	a0b3bd9366730c70e2dd15efd63de0c8		https://www.encodeproject.org/files/ENCFF082VYL/@@download/ENCFF082VYL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF417GHU/	released	s3://encode-public/2018/07/12/9cfb3c41-5e9b-4e24-a83f-3287882b40ab/ENCFF082VYL.fastq.gz			mixed read lengths		
ENCFF315VJK	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	50		paired-ended	1	/files/ENCFF315EQH/			329410861	Gene Yeo, UCSD	32bba1090f3d1f6e98db620e5553211c		https://www.encodeproject.org/files/ENCFF315VJK/@@download/ENCFF315VJK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF718JPO/	released	s3://encode-public/2018/07/12/1da5fd32-1208-47e1-bb70-751231fd274b/ENCFF315VJK.fastq.gz			mixed read lengths		
ENCFF315EQH	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	50		paired-ended	2	/files/ENCFF315VJK/			369537804	Gene Yeo, UCSD	f0c0b6da5cf9a032c0308c15de7defd4		https://www.encodeproject.org/files/ENCFF315EQH/@@download/ENCFF315EQH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF417GHU/	released	s3://encode-public/2018/07/12/c24e7479-b882-4f20-aed3-215d1d55212f/ENCFF315EQH.fastq.gz			mixed read lengths		
ENCFF655HJD	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	55		paired-ended	2	/files/ENCFF260KKZ/			255535135	Gene Yeo, UCSD	9592629f9e3ae4f0e8703e62c76f5b8d		https://www.encodeproject.org/files/ENCFF655HJD/@@download/ENCFF655HJD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF417GHU/	released	s3://encode-public/2018/07/12/0ef7fd59-8d2d-4d35-88ab-226b06c37634/ENCFF655HJD.fastq.gz			mixed read lengths		
ENCFF774VNR	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	55		paired-ended	2	/files/ENCFF713YLQ/			234800071	Gene Yeo, UCSD	bad4adaf690cb2965292ef3d4955b6a8		https://www.encodeproject.org/files/ENCFF774VNR/@@download/ENCFF774VNR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF417GHU/	released	s3://encode-public/2018/07/12/2eade154-f727-4cbf-9613-50b327b23a83/ENCFF774VNR.fastq.gz			mixed read lengths		
ENCFF392MTE	fastq	fastq		reads		ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	50		paired-ended	2	/files/ENCFF285GQG/			135699226	Gene Yeo, UCSD	5645f7384a0cab34c19689f0627772d5		https://www.encodeproject.org/files/ENCFF392MTE/@@download/ENCFF392MTE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF417GHU/	released	s3://encode-public/2018/07/12/45d143e2-75f9-48b4-b803-001ff734fd78/ENCFF392MTE.fastq.gz			mixed read lengths		
ENCFF785OQN	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF273IBF/	1202956	Gene Yeo, UCSD	9b3cf104e85e69195de22d02a2a05625		https://www.encodeproject.org/files/ENCFF785OQN/@@download/ENCFF785OQN.bigBed				released	s3://encode-public/2018/08/16/5949dec5-d3c6-4563-949e-cb0b50bd69b7/ENCFF785OQN.bigBed	Lab custom GRCh38	released	mixed read lengths		
ENCFF709WDL	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF034NKK/	1396219	Gene Yeo, UCSD	fd156fce73112a53563cc937f7d0e66e		https://www.encodeproject.org/files/ENCFF709WDL/@@download/ENCFF709WDL.bigBed				released	s3://encode-public/2018/08/16/160d84c8-68d3-4711-a424-28a1caee6c10/ENCFF709WDL.bigBed	Lab custom GRCh38	released	mixed read lengths		
ENCFF472CCL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR739VVT	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										APOBEC3C-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF273IBF/, /files/ENCFF943EZJ/, /files/ENCFF269URO/, /files/ENCFF284TAX/, /files/ENCFF854OMC/, /files/ENCFF034NKK/	24393	Gene Yeo, UCSD	954fbfb54e8815efc38a5b00697e9367		https://www.encodeproject.org/files/ENCFF472CCL/@@download/ENCFF472CCL.bed.gz				released	s3://encode-public/2018/12/03/faae170c-6121-4116-867b-b524c0f18f7d/ENCFF472CCL.bed.gz	Lab custom GRCh38	released	mixed read lengths		
ENCFF915BUQ	fastq	fastq		reads		ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	44		paired-ended	1	/files/ENCFF270QTE/			563121104	Gene Yeo, UCSD	f2a10bf5ec34ba257b908a21658fba1c		https://www.encodeproject.org/files/ENCFF915BUQ/@@download/ENCFF915BUQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF639TBT/	released	s3://encode-public/2018/04/29/9b9e713f-3f08-4250-9ffa-9b0770cd0950/ENCFF915BUQ.fastq.gz					
ENCFF953XOY	fastq	fastq		reads		ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	44		paired-ended	1	/files/ENCFF733LSZ/			441895897	Gene Yeo, UCSD	db7d39310caf1fce22ee1f33390730e8		https://www.encodeproject.org/files/ENCFF953XOY/@@download/ENCFF953XOY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF639TBT/	released	s3://encode-public/2018/04/29/a60ea6d1-67fb-4cde-a417-156fe27c3667/ENCFF953XOY.fastq.gz					
ENCFF270QTE	fastq	fastq		reads		ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF915BUQ/			678405130	Gene Yeo, UCSD	a0b16065280ada363a0ce5f5e868937f		https://www.encodeproject.org/files/ENCFF270QTE/@@download/ENCFF270QTE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF505OPV/	released	s3://encode-public/2018/04/29/2ab725d8-9618-4f22-b70a-43d258a8cc14/ENCFF270QTE.fastq.gz					
ENCFF733LSZ	fastq	fastq		reads		ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF953XOY/			538274011	Gene Yeo, UCSD	0ef9da44401deddbe71a3c7786031124		https://www.encodeproject.org/files/ENCFF733LSZ/@@download/ENCFF733LSZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF505OPV/	released	s3://encode-public/2018/04/29/27ab8e4d-3c65-4fee-ba39-b9a9bcd0203f/ENCFF733LSZ.fastq.gz					
ENCFF731PVT	bam	bam		alignments	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF915BUQ/, /files/ENCFF270QTE/	73615425	Gene Yeo, UCSD	127f49c2127f21ec04f1a2980dd126f8		https://www.encodeproject.org/files/ENCFF731PVT/@@download/ENCFF731PVT.bam				released	s3://encode-public/2018/04/29/4ed6f044-7968-4120-9815-24c0d5e73a6c/ENCFF731PVT.bam	Lab custom hg19	archived			
ENCFF444UFA	bam	bam		alignments	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF953XOY/, /files/ENCFF733LSZ/	59945335	Gene Yeo, UCSD	8a47db4ab9d9335e5cad3f72c9ff912f		https://www.encodeproject.org/files/ENCFF444UFA/@@download/ENCFF444UFA.bam				released	s3://encode-public/2018/04/29/bf9a3ab9-c974-453a-acae-ee0c0a2d27ed/ENCFF444UFA.bam	Lab custom hg19	archived			
ENCFF053JDY	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF444UFA/	2945607	Gene Yeo, UCSD	aa97ac55f032b07c006167aa732712e3		https://www.encodeproject.org/files/ENCFF053JDY/@@download/ENCFF053JDY.bigWig				released	s3://encode-public/2018/04/29/a6490953-7883-4061-8543-1e3d9a9e0855/ENCFF053JDY.bigWig	Lab custom hg19	archived			
ENCFF096AQT	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF731PVT/	3584774	Gene Yeo, UCSD	a66ce05470e1f18abb2737100a2dc4f1		https://www.encodeproject.org/files/ENCFF096AQT/@@download/ENCFF096AQT.bigWig				released	s3://encode-public/2018/04/29/c298b5f2-da26-4483-a398-4b55640ee0df/ENCFF096AQT.bigWig	Lab custom hg19	archived			
ENCFF765GUO	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF444UFA/	3101689	Gene Yeo, UCSD	2632982382f6688e368888a3a13d36d4		https://www.encodeproject.org/files/ENCFF765GUO/@@download/ENCFF765GUO.bigWig				released	s3://encode-public/2018/04/29/94c20f0d-7d7d-474b-a1dc-7e100bc97eb6/ENCFF765GUO.bigWig	Lab custom hg19	archived			
ENCFF593DHS	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF731PVT/	3788572	Gene Yeo, UCSD	27f7e8cbedebac40f1130931a0acba65		https://www.encodeproject.org/files/ENCFF593DHS/@@download/ENCFF593DHS.bigWig				released	s3://encode-public/2018/04/29/44f1af57-cd7b-4f5d-b255-ea2a2e21e5f2/ENCFF593DHS.bigWig	Lab custom hg19	archived			
ENCFF380SYQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF444UFA/, /files/ENCFF789QMT/	164274	Gene Yeo, UCSD	891dcd646f271d4c857c75d2666806fc		https://www.encodeproject.org/files/ENCFF380SYQ/@@download/ENCFF380SYQ.bed.gz				released	s3://encode-public/2018/04/29/7d2bb319-19a3-4ad1-bc87-20daa4d81d9e/ENCFF380SYQ.bed.gz	Lab custom hg19	archived			
ENCFF991NPH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF731PVT/, /files/ENCFF789QMT/	400981	Gene Yeo, UCSD	c7c353676de866fab168069defa489bb		https://www.encodeproject.org/files/ENCFF991NPH/@@download/ENCFF991NPH.bed.gz				released	s3://encode-public/2018/04/29/fcf2cedd-4fa1-43d6-ad84-e4e0205b6ba1/ENCFF991NPH.bed.gz	Lab custom hg19	archived			
ENCFF469DUE	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF991NPH/	702563	Gene Yeo, UCSD	8f9c6bfff4343ddf53e6fcd1a595d07f		https://www.encodeproject.org/files/ENCFF469DUE/@@download/ENCFF469DUE.bigBed				released	s3://encode-public/2018/04/29/de4fb321-da3c-4610-b148-2b22b6a781ba/ENCFF469DUE.bigBed	Lab custom hg19	archived			
ENCFF308MZK	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF380SYQ/	371018	Gene Yeo, UCSD	adc04b29ebe13323e169be21a855283e		https://www.encodeproject.org/files/ENCFF308MZK/@@download/ENCFF308MZK.bigBed				released	s3://encode-public/2018/04/29/7c73ac38-c8ca-4a2d-aa84-8564b14b2154/ENCFF308MZK.bigBed	Lab custom hg19	archived			
ENCFF416OND	bam	bam		alignments	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF915BUQ/, /files/ENCFF270QTE/	69144213	Gene Yeo, UCSD	6fb7b5799ae0262efdbfa6552c971ecd		https://www.encodeproject.org/files/ENCFF416OND/@@download/ENCFF416OND.bam				released	s3://encode-public/2018/04/29/d6bbd35e-ed7e-4e5b-ad6e-823e89ad3bb9/ENCFF416OND.bam	Lab custom GRCh38	released			
ENCFF372YUO	bam	bam		alignments	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF953XOY/, /files/ENCFF733LSZ/	57725380	Gene Yeo, UCSD	ab881e55bbea5c39f7cfa107dc91d166		https://www.encodeproject.org/files/ENCFF372YUO/@@download/ENCFF372YUO.bam				released	s3://encode-public/2018/04/29/6041b65f-de5f-44d0-92f0-322db474e8f1/ENCFF372YUO.bam	Lab custom GRCh38	released			
ENCFF507SLL	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF416OND/	3433452	Gene Yeo, UCSD	d96a47f003b40a597716414c0156f4a7		https://www.encodeproject.org/files/ENCFF507SLL/@@download/ENCFF507SLL.bigWig				released	s3://encode-public/2018/04/29/fd82166d-7a44-4513-97aa-dc3e119a34ea/ENCFF507SLL.bigWig	Lab custom GRCh38	released			
ENCFF474ULB	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF372YUO/	2872546	Gene Yeo, UCSD	ec93d2411124700810641f8b07c1e8a5		https://www.encodeproject.org/files/ENCFF474ULB/@@download/ENCFF474ULB.bigWig				released	s3://encode-public/2018/04/29/c76bfbce-01a3-4b32-bcd1-325fc78e7c97/ENCFF474ULB.bigWig	Lab custom GRCh38	released			
ENCFF636LWR	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF416OND/	3606305	Gene Yeo, UCSD	003b3f932db2733dd4f41d7c3affdfb9		https://www.encodeproject.org/files/ENCFF636LWR/@@download/ENCFF636LWR.bigWig				released	s3://encode-public/2018/04/29/820a0527-7f02-42fe-9f23-2a2e0dfd08c9/ENCFF636LWR.bigWig	Lab custom GRCh38	released			
ENCFF426QHQ	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF372YUO/	3029231	Gene Yeo, UCSD	a6218b5570f1d4e5859f6ca583e334d5		https://www.encodeproject.org/files/ENCFF426QHQ/@@download/ENCFF426QHQ.bigWig				released	s3://encode-public/2018/04/29/35c8bdd4-a7fc-403b-9eb9-29bdafa8b797/ENCFF426QHQ.bigWig	Lab custom GRCh38	released			
ENCFF110QAU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF372YUO/, /files/ENCFF978VBW/	157073	Gene Yeo, UCSD	7b97e4d935d77e7bb4c7d665669dc90c		https://www.encodeproject.org/files/ENCFF110QAU/@@download/ENCFF110QAU.bed.gz				released	s3://encode-public/2018/04/29/cbed0f6b-56e8-42c3-8b16-67f5cb8b37cf/ENCFF110QAU.bed.gz	Lab custom GRCh38	released			
ENCFF093FTO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF416OND/, /files/ENCFF978VBW/	377441	Gene Yeo, UCSD	6a6c0df34f48b1ece1f8aebfc3901f26		https://www.encodeproject.org/files/ENCFF093FTO/@@download/ENCFF093FTO.bed.gz				released	s3://encode-public/2018/04/29/d1fb8b83-7d6a-4553-8510-ddc18319bf20/ENCFF093FTO.bed.gz	Lab custom GRCh38	released			
ENCFF824USQ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF110QAU/	361376	Gene Yeo, UCSD	4bd5aa4f6f07bc6b535abe9ca6b2766b		https://www.encodeproject.org/files/ENCFF824USQ/@@download/ENCFF824USQ.bigBed				released	s3://encode-public/2018/04/29/3591a8e1-e8b7-4a8c-8866-2a1ebd886f04/ENCFF824USQ.bigBed	Lab custom GRCh38	released			
ENCFF787GQZ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF093FTO/	672682	Gene Yeo, UCSD	79ba3cb02aea93954c4c92e78537c84f		https://www.encodeproject.org/files/ENCFF787GQZ/@@download/ENCFF787GQZ.bigBed				released	s3://encode-public/2018/04/29/2f427563-98c5-4f99-a791-9dfc15c7e808/ENCFF787GQZ.bigBed	Lab custom GRCh38	released			
ENCFF215XPR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF789QMT/, /files/ENCFF991NPH/, /files/ENCFF731PVT/, /files/ENCFF444UFA/, /files/ENCFF039QTN/, /files/ENCFF380SYQ/	911	Gene Yeo, UCSD	5f4b980584feaccd970861a3c0ff5f6b		https://www.encodeproject.org/files/ENCFF215XPR/@@download/ENCFF215XPR.bed.gz				released	s3://encode-public/2018/06/08/ba4bea8a-130b-460a-a5c2-de3ca68c5506/ENCFF215XPR.bed.gz	Lab custom hg19	archived			
ENCFF560RWD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR202HKN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										WDR3-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF093FTO/, /files/ENCFF372YUO/, /files/ENCFF269URO/, /files/ENCFF416OND/, /files/ENCFF978VBW/, /files/ENCFF110QAU/	838	Gene Yeo, UCSD	96fee76d2827cb5dac18ab8e61a2984a		https://www.encodeproject.org/files/ENCFF560RWD/@@download/ENCFF560RWD.bed.gz				released	s3://encode-public/2018/12/03/ad383c82-b7a1-41c1-88ea-cd028cc283f0/ENCFF560RWD.bed.gz	Lab custom GRCh38	released			
